REGION,SITE,PLOT,CUM,YEAR,PERIOD,THROW,FUNCHR,FUNCON,GAMHOL,HETFOR,JORFLO,LUCGOO,MONALB,PROALL,PROFAL,PROSPP,PALPAL,DEPTH_AVE_30DAY,DEPTH_AVE_180DAY,DSLDD,LASTDAYDRY,TRANSECT,E.AMICAL,E.CICURO,E.LEPPLA,E.MICSAL,E.MONALB,REGSITE,SITEPLOT
SRS,37,A,89,2013,4,7,0.428571429,0.571428571,1.428571429,8.428571429,0.714285714,5.714285714,0,0.857142857,6.428571429,0.428571429,0.857142857,57.46059146,40.920627,546,12,4,0,0,0.25,3.25,0,SRS37,SRS37A
SRS,37,A,90,2013,5,7,0.571428571,0.571428571,1.285714286,9,2,4.428571429,0,1.285714286,10.42857143,0.571428571,4,47.12725813,50.21614702,600,12,4,0,0,0.25,3.25,0,SRS37,SRS37A
SRS,37,A,91,2014,1,7,0.571428571,0,1,8.428571429,1.571428571,4.714285714,0,0.142857143,2.571428571,0.142857143,0,34.06059146,46.14948035,668,12,4,0,0,0.25,3.25,0,SRS37,SRS37A
SRS,37,A,93,2014,3,7,1.857142857,0.142857143,1,3.857142857,0.857142857,0.285714286,0,0.428571429,5.571428571,0.714285714,26.71428571,30.96059146,20.45900962,40,1,3,0,0,1,1.333333333,0,SRS37,SRS37A
SRS,37,A,94,2014,4,7,0.285714286,0.142857143,0,0,0,0.714285714,0,0.142857143,3.428571429,0,27,43.16059146,28.93123184,137,1,3,0,0,1,1.333333333,0,SRS37,SRS37A
SRS,37,A,95,2014,5,7,0.714285714,0.142857143,0.571428571,1.285714286,0,0.857142857,0,0.142857143,3.714285714,0,32,38.22725813,36.82725813,181,1,3,0,0,1,1.333333333,0,SRS37,SRS37A
SRS,37,A,98,2015,3,5,0.4,0.2,3.8,3.8,0,0.4,0,0.2,0,1,6,15.96059146,14.29850603,31,8,1,0,0,0,4,0,SRS37,SRS37A
SRS,37,A,99,2015,4,7,0.571428571,0.285714286,6.428571429,15.57142857,0.428571429,1,0,0,0.714285714,0.714285714,9.857142857,32.0939248,21.89422856,105,8,1,0,0,0,4,0,SRS37,SRS37A
SRS,37,A,100,2015,5,7,0.428571429,0.285714286,1,9.714285714,1,0.428571429,0,0.142857143,4,1.142857143,28.42857143,40.16059146,26.75503591,163,8,1,0,0,0,4,0,SRS37,SRS37A
SRS,37,A,101,2016,1,7,0,0.571428571,1.428571429,6.428571429,0.142857143,0.714285714,0,0.142857143,1.857142857,0.428571429,31.71428571,52.9939248,38.78836924,226,8,1,0,0,0,4,0,SRS37,SRS37A
SRS,37,A,102,2016,2,7,0.857142857,0.285714286,3,8.285714286,0.428571429,0.857142857,0,0,1.571428571,2,0,42.52725813,43.88281369,283,8,1,0,0,0,4,0,SRS37,SRS37A
SRS,37,A,103,2016,3,7,0.428571429,0.285714286,2.142857143,8.571428571,0.142857143,1.428571429,0,0,2.571428571,1.285714286,2.285714286,42.16059146,37.3405586,378,8,6,0,0.166666667,0.5,0.666666667,0,SRS37,SRS37A
SRS,37,A,104,2016,4,7,0.285714286,0.571428571,0.142857143,4.285714286,0.428571429,0.285714286,0,0.571428571,3.285714286,0.428571429,NA,50.8939248,37.32389194,476,8,6,0,0.166666667,0.5,0.666666667,0,SRS37,SRS37A
SRS,37,A,105,2016,5,7,0.428571429,0.428571429,0.285714286,3.857142857,0.142857143,2.142857143,0,0.142857143,3.571428571,0.428571429,NA,43.3939248,45.53836924,526,8,6,0,0.166666667,0.5,0.666666667,0,SRS37,SRS37A
SRS,37,A,106,2017,1,7,0.428571429,0,0,2.857142857,0,2.571428571,0,0,1.714285714,0.142857143,2.571428571,30.66059146,43.12725813,581,8,6,0,0.166666667,0.5,0.666666667,0,SRS37,SRS37A
SRS,37,A,108,2017,3,7,2.428571429,0.428571429,2.857142857,2,0,0.428571429,0,0,1.285714286,0,2,34.96059146,16.95396033,38,27,8,0,0.125,0,0.125,0,SRS37,SRS37A
SRS,37,A,109,2017,4,7,0.285714286,0.428571429,7.142857143,2.285714286,0.857142857,1.571428571,0,0.285714286,0.857142857,0,6.428571429,80.4939248,47.37001948,136,27,8,0,0.125,0,0.125,0,SRS37,SRS37A
SRS,37,A,110,2017,5,7,0.428571429,0.428571429,3,2.714285714,0.142857143,2.714285714,0,0.571428571,2.714285714,0.857142857,7.285714286,75.42725813,64.66059146,184,27,8,0,0.125,0,0.125,0,SRS37,SRS37A
SRS,37,A,111,2018,1,7,0,0,3.571428571,4.857142857,0.857142857,1.428571429,0,0.714285714,8.428571429,0.857142857,22.42857143,45.0939248,67.16614702,265,27,8,0,0.125,0,0.125,0,SRS37,SRS37A
SRS,37,A,113,2018,3,7,1.714285714,0,7.857142857,2.571428571,0,2.714285714,0,0.142857143,1.428571429,0.285714286,41.28571429,53.6939248,34.81257832,78,5,5,0.2,0,2.6,1,0,SRS37,SRS37A
SRS,37,A,114,2018,4,7,0.428571429,0.285714286,4,6.142857143,0,1.428571429,0,0.285714286,3.285714286,0,31.14285714,62.3939248,45.29591165,158,5,5,0.2,0,2.6,1,0,SRS37,SRS37A
SRS,37,A,115,2018,5,6,0.666666667,0.166666667,3.666666667,4.5,0.333333333,1.5,0,0.833333333,8.166666667,0.333333333,31,40.86059146,52.97170258,212,5,5,0.2,0,2.6,1,0,SRS37,SRS37A
SRS,37,A,116,2019,1,5,1,0,13.4,10.4,1.2,6.8,0,0,6,0.4,12.6,26.26059146,46.07170258,266,5,5,0.2,0,2.6,1,0,SRS37,SRS37A
SRS,37,A,118,2019,3,7,0.428571429,0.285714286,9.428571429,12.14285714,0.142857143,0.285714286,0,0.285714286,0,0.142857143,5.857142857,27.9939248,17.31665329,31,8,3,0.333333333,0.333333333,0,0,0,SRS37,SRS37A
SRS,37,A,119,2019,4,7,0.428571429,0.428571429,4.428571429,10.42857143,0.142857143,0.857142857,0,1,2.428571429,0,0.571428571,45.9939248,31.0777644,131,8,3,0.333333333,0.333333333,0,0,0,SRS37,SRS37A
SRS,37,A,120,2019,5,7,0.285714286,0,5,7.571428571,0,1,0,0,5.428571429,1.857142857,0.714285714,38.76059146,43.59948035,198,8,3,0.333333333,0.333333333,0,0,0,SRS37,SRS37A
SRS,37,A,121,2020,1,7,0.571428571,0,2.571428571,8.571428571,0.285714286,1.142857143,0,0,7.142857143,0.428571429,7.857142857,31.76059146,42.62725813,248,8,3,0.333333333,0.333333333,0,0,0,SRS37,SRS37A
SRS,37,A,124,2020,4,7,1.571428571,0.142857143,3.285714286,9.142857143,2.142857143,4.285714286,0,2.142857143,0.428571429,0.142857143,26,59.6939248,37.59948035,143,26,5,0,0.2,0.2,0,0,SRS37,SRS37A
SRS,37,A,125,2020,5,7,NA,NA,NA,NA,NA,NA,NA,0,3,0.142857143,27.71428571,81.96059146,55.63281369,199,26,5,0,0.2,0.2,0,0,SRS37,SRS37A
SRS,37,A,126,2021,1,7,1,0,4,13.28571429,1.142857143,4.571428571,0,0.142857143,5.285714286,0.285714286,84.42857143,59.3939248,65.71614702,263,26,5,0,0.2,0.2,0,0,SRS37,SRS37A
SRS,37,A,127,2021,2,7,0.142857143,0,6.714285714,12.57142857,0.285714286,9,0,0.142857143,4.857142857,0.428571429,131,38.62725813,61.63281369,327,26,5,0,0.2,0.2,0,0,SRS37,SRS37A
SRS,37,A,128,2021,3,7,1.142857143,0,8.857142857,14.14285714,0,1.428571429,0.571428571,0,1.142857143,0,57.85714286,26.0939248,39.26059146,412,26,5,0,0,0,0,0,SRS37,SRS37A
SRS,37,A,129,2021,4,7,0.428571429,0,4,6.428571429,0,2.142857143,0,0,0,0,1,40.96059146,32.27725813,494,26,5,0,0,0,0,0,SRS37,SRS37A
SRS,37,A,130,2021,5,7,0.571428571,0,10,10.28571429,0,5.428571429,0,0,0.428571429,0,73.42857143,52.22725813,40.23836924,563,26,5,0,0,0,0,0,SRS37,SRS37A
SRS,37,A,131,2022,1,7,1,0.142857143,3.571428571,8.571428571,0,2.857142857,0,0,0.285714286,0,140.4285714,41.52725813,45.39948035,635,26,5,0,0,0,0,0,SRS37,SRS37A
SRS,37,A,132,2022,2,7,1,0.142857143,27.85714286,11.85714286,0,4,0.142857143,0,1.857142857,0.428571429,175.2857143,38.2939248,44.66614702,685,26,5,0,0,0,0,0,SRS37,SRS37A
SRS,37,B,1,1996,1,8,1,0.125,14.875,26.25,3.5,7.5,0,0,1.875,0.375,7.625,48.25181055,60.10895341,619.4285714,24,NA,NA,NA,NA,NA,NA,SRS37,SRS37B
SRS,37,B,2,1996,2,7,1.428571429,0,10.57142857,31.57142857,4.857142857,14.71428571,0,0,2.142857143,0.142857143,7.428571429,23.88038198,50.78514388,674.4285714,24,NA,NA,NA,NA,NA,NA,SRS37,SRS37B
SRS,37,B,3,1996,3,7,1.428571429,0,8.142857143,5.714285714,8,2.285714286,0,0,2.428571429,0.857142857,15.71428571,23.02800102,25.44466769,42,6,NA,NA,NA,NA,NA,NA,SRS37,SRS37B
SRS,37,B,4,1996,4,7,1.142857143,0,13.57142857,22.85714286,6.857142857,9.285714286,0,0,1.428571429,0,40.71428571,42.46133436,27.08911214,144,6,NA,NA,NA,NA,NA,NA,SRS37,SRS37B
SRS,37,B,5,1996,5,6,1.166666667,0,11,22.66666667,2.5,13.16666667,0,NA,NA,NA,2.166666667,37.37562007,37.77720737,199.1428571,6,NA,NA,NA,NA,NA,NA,SRS37,SRS37B
SRS,37,B,6,1997,1,7,0.714285714,0,10.28571429,19.14285714,8.857142857,14.42857143,0,0,3,0.285714286,8.142857143,23.79466769,36.38911214,269,6,NA,NA,NA,NA,NA,NA,SRS37,SRS37B
SRS,37,B,7,1997,2,1,0,0,0,0,0,0,0,0,0,0,32,11.79466769,28.02800102,2,3,NA,NA,NA,NA,NA,NA,SRS37,SRS37B
SRS,37,B,8,1997,3,7,1,1.428571429,13.42857143,19.14285714,5.285714286,5.142857143,0,0.142857143,5.142857143,0,28.42857143,37.69466769,22.40022325,64,7,5,0,0,0.6,0.2,0,SRS37,SRS37B
SRS,37,B,9,1997,4,7,0.285714286,0,8.142857143,24.14285714,5,8.285714286,0,0.142857143,1.285714286,0,12,47.32800102,33.2057788,140,7,5,0,0,0.6,0.2,0,SRS37,SRS37B
SRS,37,B,10,1997,5,7,0.714285714,0.285714286,7,26.85714286,6.428571429,10,0,0,3.285714286,1.571428571,78.42857143,41.43276293,40.98593753,187.7142857,7,5,0,0,0.6,0.2,0,SRS37,SRS37B
SRS,37,B,11,1998,1,7,0.285714286,0.142857143,3.571428571,16.71428571,9.571428571,5.285714286,0,0,9.571428571,0.571428571,140.4285714,39.76133436,43.11688991,264,7,5,0,0,0.6,0.2,0,SRS37,SRS37B
SRS,37,B,12,1998,2,7,0.285714286,0,5.714285714,12,6.285714286,9.285714286,0,0,5.571428571,0.142857143,3.142857143,38.93276293,42.07244547,322.8571429,7,5,0,0,0.6,0.2,0,SRS37,SRS37B
SRS,37,B,13,1998,3,7,1,0.285714286,8.571428571,7.571428571,2,2.714285714,0,0,1.142857143,0,15.57142857,18.66133436,28.47604542,415,7,6,0,0.166666667,0,0,0,SRS37,SRS37B
SRS,37,B,14,1998,4,7,2.285714286,0.142857143,5.142857143,12.42857143,1.428571429,3.571428571,0,0.285714286,1.714285714,0,60.42857143,45.76133436,27.61493431,509,7,6,0,0.166666667,0,0,0,SRS37,SRS37B
SRS,37,B,15,1998,5,7,0.428571429,0,2.714285714,9.142857143,3.571428571,6.285714286,0,0.142857143,4.571428571,0.142857143,57.57142857,40.66133436,35.98355658,565,7,6,0,0.166666667,0,0,0,SRS37,SRS37B
SRS,37,B,16,1999,1,7,0.428571429,0.428571429,1,9.285714286,8.142857143,9.142857143,0,0,7.714285714,0,0,34.36133436,39.28355658,642,7,6,0,0.166666667,0,0,0,SRS37,SRS37B
SRS,37,B,17,1999,2,2,0,0,1.5,1,0,0.5,0,0,0,0,23,17.29466769,33.78911214,684,7,6,0,0.166666667,0,0,0,SRS37,SRS37B
SRS,37,B,18,1999,3,7,0.571428571,0.142857143,6.857142857,4.714285714,1.857142857,3.428571429,0,0.142857143,3.142857143,0.285714286,21.57142857,30.96133436,20.09351207,57,29,6,0,0,0.166666667,0.166666667,0,SRS37,SRS37B
SRS,37,B,19,1999,4,7,1,0.285714286,4.142857143,23,2.428571429,11.57142857,0,0,1.714285714,0,69.28571429,58.42800102,31.38795652,156,29,6,0,0,0.166666667,0.166666667,0,SRS37,SRS37B
SRS,37,B,20,1999,5,7,0.714285714,0,7.428571429,25,2.142857143,11,0,0,1.714285714,0,68,60.36133436,49.24466769,208,29,6,0,0,0.166666667,0.166666667,0,SRS37,SRS37B
SRS,37,B,21,2000,1,7,0.142857143,0.142857143,3.571428571,18.85714286,1.857142857,13,0,0,3.714285714,0.285714286,76.71428571,43.22800102,53.47244547,266,29,6,0,0,0.166666667,0.166666667,0,SRS37,SRS37B
SRS,37,B,23,2000,3,7,0.285714286,0.285714286,5.857142857,4.857142857,1.857142857,2.285714286,0,0.285714286,9.428571429,4.714285714,14.42857143,19.96133436,21.40706752,33,16,3,0.333333333,0,0.333333333,0,0,SRS37,SRS37B
SRS,37,B,24,2000,4,7,1.142857143,0.285714286,8.428571429,25.57142857,1.285714286,5.142857143,0,0,2.571428571,0,35.42857143,33.99466769,18.95706752,126,16,3,0.333333333,0,0.333333333,0,0,SRS37,SRS37B
SRS,37,B,25,2000,5,7,0.428571429,0,6.714285714,13,1.857142857,13.28571429,0,0,3.285714286,0.285714286,87.57142857,27.42800102,29.52800102,188,16,3,0.333333333,0,0.333333333,0,0,SRS37,SRS37B
SRS,37,B,28,2001,3,7,0,0.571428571,2.714285714,1.714285714,0.571428571,0,0,0,0.285714286,0,21.14285714,6.366400478,1.657822427,11,160,6,0,0.166666667,0.166666667,0,0,SRS37,SRS37B
SRS,37,B,29,2001,4,7,1.428571429,1.428571429,12.85714286,3.142857143,2.285714286,0.142857143,0,0,0.142857143,0,39.14285714,33.59466769,11.07240039,65,160,6,0,0.166666667,0.166666667,0,0,SRS37,SRS37B
SRS,37,B,30,2001,5,7,0.428571429,0.142857143,10,3.571428571,2.571428571,0.285714286,0,0,2,0.285714286,64.71428571,43.12800102,31.63644527,142,160,6,0,0.166666667,0.166666667,0,0,SRS37,SRS37B
SRS,37,B,31,2002,1,7,0.428571429,0.285714286,4,2.571428571,3.285714286,0,0,0,5.142857143,0,0,28.92800102,40.59466769,211,160,6,0,0.166666667,0.166666667,0,0,SRS37,SRS37B
SRS,37,B,32,2002,2,3,0.333333333,0.333333333,0.666666667,2.333333333,0,0,0,0,0,0,1,15.29466769,34.95022325,260,160,6,0,0.166666667,0.166666667,0,0,SRS37,SRS37B
SRS,37,B,33,2002,3,7,0.428571429,1.571428571,9.285714286,1.714285714,3.285714286,0.714285714,0,0.285714286,3.857142857,0.285714286,7.571428571,45.69466769,21.55422319,40,51,6,0,0.166666667,0,0.166666667,0,SRS37,SRS37B
SRS,37,B,34,2002,4,7,0.428571429,0.714285714,9.857142857,2.285714286,2.142857143,1.142857143,0,0.142857143,0.142857143,0,22.14285714,44.26133436,30.5153343,122,51,6,0,0.166666667,0,0.166666667,0,SRS37,SRS37B
SRS,37,B,35,2002,5,7,0.285714286,0.428571429,2.285714286,2.142857143,1.571428571,0.857142857,0,0,1.571428571,0.142857143,0,36.32800102,40.97244547,190,51,6,0,0.166666667,0,0.166666667,0,SRS37,SRS37B
SRS,37,B,37,2003,2,5,0,0,4.6,5.2,0.4,0.8,0,0,0.2,0,0.6,3.899467623,25.02324546,4,27,6,0,0.166666667,0,0.166666667,0,SRS37,SRS37B
SRS,37,B,38,2003,3,7,1.428571429,2.285714286,3.285714286,7.571428571,6.714285714,2.714285714,0,0.142857143,0.428571429,0,2,36.76133436,13.198712,73,21,6,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,39,2003,4,7,0,0.142857143,0.857142857,9.857142857,1.142857143,5.428571429,0,0,0.142857143,0,8.285714286,50.99466769,29.21457868,157,21,6,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,40,2003,5,7,0.428571429,0,1.142857143,6.714285714,0.142857143,7.285714286,0,0,1.571428571,0.142857143,9.571428571,48.79466769,45.24466769,222,21,6,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,41,2004,1,7,0.285714286,0,1.142857143,6.857142857,0.857142857,5.428571429,0,0.428571429,4.285714286,0.142857143,0,34.96133436,45.57800102,288,21,6,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,44,2004,4,7,0.428571429,1.142857143,1.428571429,6.571428571,0.285714286,1.285714286,0,0.142857143,1.571428571,0,28.85714286,45.09466769,20.77182294,91,4,3,0,0.333333333,0,0,0,SRS37,SRS37B
SRS,37,B,45,2004,5,7,0.714285714,0.285714286,2.714285714,5.714285714,0.285714286,2.285714286,0,0,6.142857143,0.142857143,0,38.86133436,33.57524543,147,4,3,0,0.333333333,0,0,0,SRS37,SRS37B
SRS,37,B,46,2005,1,7,1,0.285714286,2.428571429,9.285714286,0.714285714,2.142857143,0,0,4.428571429,0.142857143,20.42857143,23.52800102,37.73911214,189,4,3,0,0.333333333,0,0,0,SRS37,SRS37B
SRS,37,B,48,2005,3,7,0,1.714285714,2.285714286,4.571428571,3.142857143,0.857142857,0,2.857142857,0.571428571,0,10.85714286,16.47813412,9.880934079,21,72,3,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,49,2005,4,7,0.571428571,0.714285714,1.571428571,2.571428571,1.857142857,1.857142857,0,0.714285714,1,0,30.85714286,64.12800102,32.00791187,119,72,3,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,50,2005,5,7,0.571428571,0.571428571,2.142857143,2.714285714,3.428571429,0.857142857,0,0.714285714,3.285714286,0,53,44.19466769,51.52800102,188,72,3,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,51,2006,1,7,0.285714286,0.285714286,5,2.428571429,7,1.571428571,0,0.285714286,3.142857143,0,0,33.82800102,49.56133436,252,72,3,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,53,2006,3,7,0.142857143,2.428571429,6.857142857,3.285714286,5.571428571,0.142857143,0,2.571428571,1.857142857,0,0.285714286,26.99466769,19.08555655,39,2,6,0,0,0,0.166666667,0,SRS37,SRS37B
SRS,37,B,54,2006,4,7,0,0.428571429,7.142857143,6.571428571,1,2.142857143,0,0.571428571,2,0,4.428571429,38.32800102,28.79071211,137,2,6,0,0,0,0.166666667,0,SRS37,SRS37B
SRS,37,B,55,2006,5,7,0.857142857,0.142857143,2.142857143,7.571428571,0.857142857,0.428571429,0,0.285714286,1.714285714,1.285714286,2.571428571,30.36133436,35.22800102,182,2,6,0,0,0,0.166666667,0,SRS37,SRS37B
SRS,37,B,58,2007,3,7,0.428571429,0.428571429,7,17.57142857,1.857142857,1,0,1.428571429,0.714285714,0,0,27.42800102,11.74920072,43,2,3,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,59,2007,4,7,0.571428571,0.714285714,2.142857143,14.42857143,1,0.142857143,0,0.714285714,1.857142857,0.571428571,2.571428571,29.46133436,23.47013423,152,2,3,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,63,2008,3,7,0,1.428571429,6.571428571,12,0.428571429,0.857142857,0,0.142857143,0,0,6.714285714,19.03040099,4.684711487,23,63,6,0,0,0,0.666666667,0,SRS37,SRS37B
SRS,37,B,64,2008,4,7,0,0.857142857,6.142857143,16.85714286,2,1,0,1.285714286,1.714285714,0,12.71428571,58.96133436,26.41582303,106,63,6,0,0,0,0.666666667,0,SRS37,SRS37B
SRS,37,B,65,2008,5,7,0.142857143,0.714285714,5.428571429,10.85714286,2,0.428571429,0,0.285714286,5.571428571,0.714285714,0,52.99466769,44.30897876,166,63,6,0,0,0,0.666666667,0,SRS37,SRS37B
SRS,37,B,66,2009,1,7,0.142857143,0.571428571,4.285714286,7.571428571,4.714285714,0.571428571,0,0.142857143,4.857142857,0.285714286,0,33.99466769,49.92800102,230,63,6,0,0,0,0.666666667,0,SRS37,SRS37B
SRS,37,B,68,2009,3,7,0.142857143,0.714285714,0.428571429,0.714285714,2.142857143,0,0,18.71428571,2.428571429,1.571428571,10.85714286,37.26133436,19.7368009,38,63,6,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,69,2009,4,7,0.428571429,0.285714286,2.142857143,5,4.714285714,0.714285714,0,13.71428571,1.285714286,0,0,46.82800102,38.82800102,155,63,6,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,70,2009,5,7,0.714285714,0,1.857142857,3,3.428571429,0.714285714,0,6.142857143,1.571428571,0.142857143,0,36.50895341,42.68752483,195.4285714,63,6,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,71,2010,1,7,1.285714286,0.142857143,1.571428571,2,0.857142857,0.857142857,0,0.285714286,2,0.142857143,0,28.62800102,40.42800102,247,63,6,0,0,0,0,0,SRS37,SRS37B
SRS,37,B,73,2010,3,7,0.428571429,4.142857143,10.28571429,8.857142857,4.428571429,2.285714286,0,5.142857143,1.285714286,0,11.14285714,33.59466769,17.08484529,415,63,6,0,0,0.333333333,0.166666667,0,SRS37,SRS37B
SRS,37,B,74,2010,4,7,0.714285714,1,3.857142857,8.714285714,1.714285714,1,0,1.857142857,0.428571429,0,16.85714286,47.86133436,32.9459564,518,63,6,0,0,0.333333333,0.166666667,0,SRS37,SRS37B
SRS,37,B,75,2010,5,7,0,0.285714286,8.142857143,5.571428571,1.571428571,2,0,1.142857143,1.428571429,0.571428571,17.85714286,37.76133436,40.24466769,556,63,6,0,0,0.333333333,0.166666667,0,SRS37,SRS37B
SRS,37,B,78,2011,3,5,0.2,0.6,1,1.8,3.6,0,0,1,0,0.2,10.6,15.04000085,9.499689447,21,124,4,0,0,0,0.5,0,SRS37,SRS37B
SRS,37,B,79,2011,4,7,0.285714286,0.428571429,3.428571429,5.857142857,1,0,0,1,3.285714286,1.142857143,24.57142857,39.66133436,22.96897861,112,124,4,0,0,0,0.5,0,SRS37,SRS37B
SRS,37,B,80,2011,5,7,0,0.571428571,1.142857143,3.142857143,2.714285714,0,0,1.428571429,13.57142857,3,14.14285714,41.82800102,31.8153343,166,124,4,0,0,0,0.5,0,SRS37,SRS37B
SRS,37,B,81,2012,1,7,0.285714286,0.142857143,1.571428571,4.571428571,1.714285714,0.142857143,0,1.285714286,4.714285714,0.714285714,0,31.29466769,36.17800102,209,124,4,0,0,0,0.5,0,SRS37,SRS37B
SRS,37,B,83,2012,3,7,0,1,3.571428571,5.571428571,1.142857143,0.142857143,0,7.142857143,2.571428571,1.571428571,24.42857143,41.22800102,22.19351207,87,23,6,0,0,0,0.333333333,0,SRS37,SRS37B
SRS,37,B,84,2012,4,7,1,0.571428571,0.571428571,3.857142857,0.142857143,0.857142857,0,3.142857143,4.714285714,0.285714286,15,52.66133436,36.49351207,167,23,6,0,0,0,0.333333333,0,SRS37,SRS37B
SRS,37,B,85,2012,5,7,0.857142857,0.428571429,0.428571429,2.142857143,0.285714286,1.428571429,0,1.857142857,5.428571429,0.142857143,0,53.82800102,49.72800102,222,23,6,0,0,0,0.333333333,0,SRS37,SRS37B
SRS,37,B,86,2013,1,7,0.714285714,0,0.714285714,2,0.714285714,1.285714286,0,0.142857143,0.857142857,0.571428571,0,29.66133436,47.1057788,304,23,6,0,0,0,0.333333333,0,SRS37,SRS37B
SRS,37,B,88,2013,3,7,0.857142857,3.142857143,4.714285714,13.28571429,1.428571429,2.857142857,0,3,1.571428571,0,1.285714286,46.16133436,23.78284532,455,23,4,0.25,0,0.75,1.25,0,SRS37,SRS37B
SRS,37,B,89,2013,4,7,0.571428571,0.285714286,2.714285714,12.57142857,0.285714286,4,0,0.714285714,1.285714286,0,2.142857143,54.66133436,38.50506754,546,23,4,0.25,0,0.75,1.25,0,SRS37,SRS37B
SRS,37,B,90,2013,5,7,0.857142857,0.714285714,0.714285714,11.14285714,0.285714286,3.285714286,0,0.571428571,1.857142857,0.142857143,2.857142857,44.36133436,47.46688991,600,23,4,0.25,0,0.75,1.25,0,SRS37,SRS37B
SRS,37,B,91,2014,1,7,0,0.571428571,1.142857143,5,0.428571429,3.857142857,0,0,1.571428571,0.142857143,4.142857143,31.22800102,43.43911214,668,23,4,0.25,0,0.75,1.25,0,SRS37,SRS37B
SRS,37,B,93,2014,3,7,1,0.714285714,2.428571429,3.857142857,1.571428571,1.571428571,0,0.714285714,2.571428571,0,24.28571429,27.82800102,17.72804539,37,7,6,0.166666667,0,0.333333333,1,0,SRS37,SRS37B
SRS,37,B,94,2014,4,7,0.285714286,0.571428571,1.285714286,5,1,1.714285714,0,1,2.285714286,0.285714286,30.14285714,40.22800102,26.14471206,134,7,6,0.166666667,0,0.333333333,1,0,SRS37,SRS37B
SRS,37,B,95,2014,5,7,0.285714286,0,0.571428571,2.857142857,0,0.857142857,0,0.285714286,2.428571429,0.142857143,39.42857143,35.52800102,33.91688991,178,7,6,0.166666667,0,0.333333333,1,0,SRS37,SRS37B
SRS,37,B,98,2015,3,5,0.4,1,6,8,0,0.6,0,0.2,0,0,2.8,12.89466769,11.98048972,31,12,2,1,0,0.5,1,0,SRS37,SRS37B
SRS,37,B,99,2015,4,7,0,0.428571429,4.571428571,14.85714286,0.285714286,1,0,0.285714286,0.142857143,0.285714286,7.428571429,28.62800102,18.86813426,104,12,2,1,0,0.5,1,0,SRS37,SRS37B
SRS,37,B,100,2015,5,7,0,0.714285714,2.428571429,9.857142857,0,0.714285714,0,0.142857143,1.714285714,0.714285714,17.14285714,36.82800102,23.48951213,162,12,2,1,0,0.5,1,0,SRS37,SRS37B
SRS,37,B,101,2016,1,7,0,0.428571429,1.142857143,6,0,0.714285714,0,0.142857143,2.142857143,0.428571429,10.28571429,50.02800102,35.77244547,226,12,2,1,0,0.5,1,0,SRS37,SRS37B
SRS,37,B,102,2016,2,7,1.428571429,0,3.857142857,7.142857143,0,0.428571429,0,0,2,0,2.571428571,39.86133436,41.05022325,283,12,2,1,0,0.5,1,0,SRS37,SRS37B
SRS,37,B,103,2016,3,7,0.857142857,0.714285714,1.428571429,4,0,0.857142857,0,0.142857143,3,2,0.142857143,39.19466769,34.72408981,378,12,8,0,0.25,0.375,0.25,0,SRS37,SRS37B
SRS,37,B,104,2016,4,7,0.714285714,0.142857143,0.142857143,2.142857143,0,1.142857143,0,0,1.857142857,0.142857143,NA,48.16133436,34.65742314,476,12,8,0,0.25,0.375,0.25,0,SRS37,SRS37B
SRS,37,B,105,2016,5,7,0.571428571,0.142857143,0,1.857142857,0,1.714285714,0,0,2.285714286,0.285714286,NA,40.72800102,42.73911214,526,12,8,0,0.25,0.375,0.25,0,SRS37,SRS37B
SRS,37,B,106,2017,1,7,0.142857143,0,0.142857143,2.428571429,0.142857143,1.285714286,0,0,0.142857143,0,2.428571429,28.19466769,40.47800102,580,12,8,0,0.25,0.375,0.25,0,SRS37,SRS37B
SRS,37,B,107,2017,2,5,0,0,0.4,0.4,0,0.2,0,0,0,0,0,0.778400307,22.35306757,0,41,8,0,0.25,0.375,0.25,0,SRS37,SRS37B
SRS,37,B,108,2017,3,7,0.714285714,0.285714286,1.857142857,3.571428571,0.142857143,0.285714286,0,0,0,0,1.142857143,31.96133436,14.4959564,38,30,8,0.125,0,0,0,0,SRS37,SRS37B
SRS,37,B,109,2017,4,7,0.571428571,0.142857143,6.714285714,6,0.142857143,3.142857143,0,0.142857143,0.285714286,0,4.428571429,77.39466769,44.05462318,135,30,8,0.125,0,0,0,0,SRS37,SRS37B
SRS,37,B,110,2017,5,7,0.571428571,0,4.714285714,6.142857143,0,3,0,0.142857143,0.714285714,0.428571429,4.571428571,72.59466769,61.72800102,184,30,8,0.125,0,0,0,0,SRS37,SRS37B
