Date,Month,Year,Area,FPO,SITENAME,Plot,SpeciesName,SpeciesCount,NumofThrowTraps,SpeciesDensity
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Ameriurus natalis,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Fundulus chrysotus,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Fundulus confluentus,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Cichlasoma uropthalmus,2,7,0.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Lepomis marginatus,3,7,0.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Lucania goodei,3,7,0.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Poecilia latipinna,6,7,0.8571
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Heterandria formosa,27,7,3.8571
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Jordanella floridae,47,7,6.7143
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037A,37A,Gambusia holbrooki,63,7,9
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Acris gryllus,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Arigomphus pallidus,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Celithemis eponina,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Coryphaeschna ingens,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Ephemeroptera,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Melanoides tuberculata,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Physella bermudezi,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Pomacea paludosa,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Porifera,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Taphromysis louisianae,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Belostoma spp.,4,7,0.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Pelocoris femoratus,5,7,0.7143
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Rana spp.,5,7,0.7143
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Coenagrionidae,7,7,1
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Brachymesia gravida,9,7,1.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Planorbella duryi,13,7,1.8571
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Libellula needhami,16,7,2.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Procambarus spp.,60,7,8.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037A,37A,Palaemonetes paludosus,152,7,21.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037A,37A,Sesuvium spp.,4,7,0.5714
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037A,37A,Saggitaria spp.,17,7,2.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037A,37A,Leersia hexandra,23,7,3.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037A,37A,Panicum hemitomon,23,7,3.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037A,37A,Paspalidium geminatum,26,7,3.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037A,37A,Eleocharis spp.,4883,7,697.5714
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037A,37A,Bacopa caroliniana,NA,7,NA
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Ameriurus natalis,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Fundulus confluentus,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Lepomis marginatus,2,7,0.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Lucania goodei,2,7,0.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Fundulus chrysotus,3,7,0.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Poecilia latipinna,4,7,0.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Jordanella floridae,18,7,2.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Heterandria formosa,25,7,3.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037B,37B,Gambusia holbrooki,70,7,10
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Aphylla williamsoni,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Coleoptera,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Planorbella duryi,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Rana spp.,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Belostoma spp.,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Celithemis eponina,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Coenagrionidae,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Libellula needhami,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Pelocoris femoratus,3,7,0.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Brachymesia gravida,4,7,0.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Procambarus spp.,16,7,2.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037B,37B,Palaemonetes paludosus,58,7,8.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037B,37B,Crinum americanum,6,7,0.8571
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037B,37B,Sesuvium spp.,17,7,2.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037B,37B,Paspalidium geminatum,19,7,2.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037B,37B,Rhynchospora tracyi,24,7,3.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037B,37B,Cladium jamaicense,30,7,4.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037B,37B,Eleocharis spp.,528,7,75.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037B,37B,Chara spp.,NA,7,NA
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037B,37B,Green filamentous algae,NA,7,NA
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037C,37C,Fundulus confluentus,2,7,0.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037C,37C,Poecilia latipinna,3,7,0.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037C,37C,Fundulus chrysotus,4,7,0.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037C,37C,Heterandria formosa,40,7,5.7143
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037C,37C,Jordanella floridae,40,7,5.7143
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 037C,37C,Gambusia holbrooki,125,7,17.8571
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Erythemis simplicicollis,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Hyla cineria,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Melanoides tuberculata,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Pelocoris femoratus,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Planorbella scalaris,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Tabanidae,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Arigomphus pallidus,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Belostoma spp.,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Coleoptera,3,7,0.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Physella bermudezi,4,7,0.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Coenagrionidae,10,7,1.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Brachymesia gravida,11,7,1.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Procambarus spp.,11,7,1.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Ephemeroptera,12,7,1.7143
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Libellula needhami,18,7,2.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Taphromysis louisianae,21,7,3
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Planorbella duryi,34,7,4.8571
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 037C,37C,Palaemonetes paludosus,159,7,22.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037C,37C,Paspalidium geminatum,7,7,1
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037C,37C,Saggitaria spp.,11,7,1.5714
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037C,37C,Pontedaria spp.,14,7,2
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037C,37C,Leersia hexandra,20,7,2.8571
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037C,37C,Panicum hemitomon,81,7,11.5714
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037C,37C,Rhynchospora tracyi,145,7,20.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037C,37C,Eleocharis spp.,1076,7,153.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 037C,37C,Bacopa caroliniana,NA,7,NA
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07A,07A,Lepisosteus platyrhinchus,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07A,07A,Poecilia latipinna,2,7,0.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07A,07A,Heterandria formosa,3,7,0.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07A,07A,Fundulus chrysotus,4,7,0.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07A,07A,Fundulus confluentus,5,7,0.7143
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07A,07A,Jordanella floridae,29,7,4.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07A,07A,Gambusia holbrooki,100,7,14.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Erythemis simplicicollis,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Planorbella duryi,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Villosa amygdala,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Porifera,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Belostoma spp.,3,7,0.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Coenagrionidae,3,7,0.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Celithemis eponina,7,7,1
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Pelocoris femoratus,9,7,1.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Libellula needhami,17,7,2.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Procambarus spp.,21,7,3
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07A,07A,Palaemonetes paludosus,146,7,20.8571
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07A,07A,Rhynchospora tracyi,7,7,1
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07A,07A,Panicum hemitomon,56,7,8
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07A,07A,Eleocharis spp.,474,7,67.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07A,07A,Green filamentous algae,NA,7,NA
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07B,07B,Fundulus confluentus,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07B,07B,Lepomis punctatus,4,7,0.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07B,07B,Fundulus chrysotus,7,7,1
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07B,07B,Heterandria formosa,13,7,1.8571
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07B,07B,Jordanella floridae,18,7,2.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07B,07B,Gambusia holbrooki,130,7,18.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Pomacea paludosa,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Pseudobranchus striatus,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Siren lacertina,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Belostoma spp.,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Ephemeroptera,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Physella bermudezi,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Coenagrionidae,4,7,0.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Planorbella duryi,5,7,0.7143
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Celithemis eponina,6,7,0.8571
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Pelocoris femoratus,14,7,2
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Libellula needhami,18,7,2.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Procambarus spp.,36,7,5.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07B,07B,Palaemonetes paludosus,174,7,24.8571
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07B,07B,Leersia hexandra,2,7,0.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07B,07B,Aeschynomene pratensis,3,7,0.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07B,07B,Rhynchospora tracyi,17,7,2.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07B,07B,Paspalidium geminatum,24,7,3.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07B,07B,Panicum hemitomon,161,7,23
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07B,07B,Eleocharis spp.,283,7,40.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07B,07B,Green filamentous algae,NA,7,NA
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07C,07C,Ameriurus natalis,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07C,07C,Lucania goodei,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07C,07C,Heterandria formosa,2,7,0.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07C,07C,Fundulus confluentus,7,7,1
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07C,07C,Fundulus chrysotus,9,7,1.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07C,07C,Jordanella floridae,18,7,2.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 07C,07C,Gambusia holbrooki,104,7,14.8571
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07C,07C,Coryphaeschna ingens,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07C,07C,Belostoma spp.,4,7,0.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07C,07C,Celithemis eponina,8,7,1.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07C,07C,Coenagrionidae,8,7,1.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07C,07C,Libellula needhami,12,7,1.7143
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07C,07C,Procambarus spp.,13,7,1.8571
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07C,07C,Pelocoris femoratus,16,7,2.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 07C,07C,Palaemonetes paludosus,72,7,10.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07C,07C,Paspalidium geminatum,9,7,1.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07C,07C,Cladium jamaicense,17,7,2.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07C,07C,Rhynchospora tracyi,67,7,9.5714
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07C,07C,Panicum hemitomon,96,7,13.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07C,07C,Eleocharis spp.,154,7,22
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 07C,07C,Bacopa caroliniana,NA,7,NA
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Ameriurus natalis,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Cyprinodon variegatus,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Lucania goodei,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Poecilia latipinna,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Heterandria formosa,3,7,0.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Fundulus confluentus,8,7,1.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Fundulus chrysotus,10,7,1.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Jordanella floridae,19,7,2.7143
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08A,08A,Gambusia holbrooki,105,7,15
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Arigomphus pallidus,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Belostoma spp.,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Celithemis eponina,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Pomacea paludosa,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Coenagrionidae,3,7,0.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Libellula needhami,3,7,0.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Procambarus spp.,14,7,2
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Pelocoris femoratus,33,7,4.7143
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08A,08A,Palaemonetes paludosus,52,7,7.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08A,08A,Paspalidium geminatum,2,7,0.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08A,08A,Panicum hemitomon,3,7,0.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08A,08A,Potamogeton illinoensis,4,7,0.5714
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08A,08A,Cladium jamaicense,11,7,1.5714
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08A,08A,Rhynchospora tracyi,77,7,11
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08A,08A,Eleocharis spp.,384,7,54.8571
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08A,08A,Chara spp.,NA,7,NA
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08B,08B,Poecilia latipinna,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08B,08B,Heterandria formosa,2,7,0.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08B,08B,Fundulus confluentus,4,7,0.5714
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08B,08B,Fundulus chrysotus,5,7,0.7143
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08B,08B,Jordanella floridae,17,7,2.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08B,08B,Gambusia holbrooki,77,7,11
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08B,08B,Rana spp.,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08B,08B,Belostoma spp.,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08B,08B,Libellula needhami,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08B,08B,Pseudobranchus striatus,2,7,0.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08B,08B,Coenagrionidae,4,7,0.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08B,08B,Procambarus spp.,12,7,1.7143
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08B,08B,Pelocoris femoratus,22,7,3.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08B,08B,Palaemonetes paludosus,52,7,7.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08B,08B,Paspalidium geminatum,1,7,0.1429
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08B,08B,Panicum hemitomon,3,7,0.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08B,08B,Rhynchospora tracyi,4,7,0.5714
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08B,08B,Cladium jamaicense,9,7,1.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08B,08B,Eleocharis spp.,702,7,100.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08B,08B,Bacopa caroliniana,NA,7,NA
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08B,08B,Chara spp.,NA,7,NA
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08C,08C,Cichlasoma uropthalmus,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08C,08C,Lepomis punctatus,1,7,0.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08C,08C,Cyprinodon variegatus,2,7,0.2857
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08C,08C,Poecilia latipinna,3,7,0.4286
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08C,08C,Fundulus chrysotus,5,7,0.7143
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08C,08C,Fundulus confluentus,5,7,0.7143
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08C,08C,Jordanella floridae,22,7,3.1429
2001-12-01,December,2001,Shark,Fish,Shark Slough_Site 08C,08C,Gambusia holbrooki,97,7,13.8571
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Acris gryllus,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Belostoma spp.,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Coleoptera,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Siren lacertina,1,7,0.1429
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Planorbella duryi,3,7,0.4286
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Coenagrionidae,4,7,0.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Libellula needhami,9,7,1.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Pelocoris femoratus,16,7,2.2857
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Procambarus spp.,32,7,4.5714
2001-12-01,December,2001,Shark,Other,Shark Slough_Site 08C,08C,Palaemonetes paludosus,51,7,7.2857
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08C,08C,Rhynchospora tracyi,3,7,0.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08C,08C,Paspalidium geminatum,5,7,0.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08C,08C,Panicum hemitomon,10,7,1.4286
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08C,08C,Eleocharis spp.,579,7,82.7143
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08C,08C,Bacopa caroliniana,NA,7,NA
2001-12-01,December,2001,Shark,Plants,Shark Slough_Site 08C,08C,Chara spp.,NA,7,NA
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPA,CPA,Fundulus chrysotus,2,7,0.2857
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPA,CPA,Fundulus confluentus,3,7,0.4286
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPA,CPA,Poecilia latipinna,3,7,0.4286
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPA,CPA,Gambusia holbrooki,6,7,0.8571
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPA,CPA,Cyprinodon variegatus,19,7,2.7143
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPA,CPA,Jordanella floridae,22,7,3.1429
2001-12-01,December,2001,Taylor,Other,Taylor Slough_Site CPA,CPA,Belostoma spp.,1,7,0.1429
2001-12-01,December,2001,Taylor,Other,Taylor Slough_Site CPA,CPA,Coleoptera,3,7,0.4286
2001-12-01,December,2001,Taylor,Other,Taylor Slough_Site CPA,CPA,Palaemonetes paludosus,3,7,0.4286
2001-12-01,December,2001,Taylor,Other,Taylor Slough_Site CPA,CPA,Pelocoris femoratus,4,7,0.5714
2001-12-01,December,2001,Taylor,Other,Taylor Slough_Site CPA,CPA,Procambarus spp.,4,7,0.5714
2001-12-01,December,2001,Taylor,Other,Taylor Slough_Site CPA,CPA,Planorbella duryi,8,7,1.1429
2001-12-01,December,2001,Taylor,Plants,Taylor Slough_Site CPA,CPA,Saggitaria spp.,4,7,0.5714
2001-12-01,December,2001,Taylor,Plants,Taylor Slough_Site CPA,CPA,Potamogeton illinoensis,16,7,2.2857
2001-12-01,December,2001,Taylor,Plants,Taylor Slough_Site CPA,CPA,Eleocharis spp.,82,7,11.7143
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPB,CPB,Cichlasoma uropthalmus,1,7,0.1429
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPB,CPB,Fundulus chrysotus,1,7,0.1429
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPB,CPB,Fundulus confluentus,2,7,0.2857
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPB,CPB,Lepomis punctatus,2,7,0.2857
2001-12-01,December,2001,Taylor,Fish,Taylor Slough_Site CPB,CPB,Gambusia holbrooki,11,7,1.5714
