gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1324189217	832b8188-f762-11e1-a439-00145eb45e9a	97692689-2ea8-4c21-b63e-fcefccd85bec	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Big Cypress National Preserve, Loop Road, 4.54 mi W US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76128	-80.89943	10.0						2013-12-31T00:00:00	31	12	2013	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173872		Krysko, Kenneth		CC_BY_NC_4_0		Sanchez, Leonardo			2022-11-25T06:58:10.225Z	StillImage	
1324189213	832b8188-f762-11e1-a439-00145eb45e9a	b5089728-fb8f-4cda-9e66-dd200a24eeb9	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Southern Glades Wildlife and Environmental Area, SW 232 Avenue, 1.8 mi S State Road 9336	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.37493	-80.56595	10.0						2009-09-25T00:00:00	25	9	2009	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173861		Krysko, Kenneth		CC_BY_NC_4_0		Freer, Robert			2022-11-25T06:58:12.402Z	StillImage	
1324189206	832b8188-f762-11e1-a439-00145eb45e9a	ff47d61c-ccb2-41d1-83fe-f022cadb918d	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-29 canal, 1.25 mi E L-67 canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76172	-80.654	10.0						2014-01-02T00:00:00	2	1	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173873		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:21.784Z	StillImage	
1324189205	832b8188-f762-11e1-a439-00145eb45e9a	925e2ea6-e27f-47ad-ba66-33c34a230dc9	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Fakahatchee Strand Preserve State Park, US 41, 1.35 mi S Port of the Islands	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.95677	-81.4894	50.0						2012-01-12T00:00:00	12	1	2012	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173755		Krysko, Kenneth		CC_BY_NC_4_0		Owen, Mike			2022-11-25T06:58:17.103Z	StillImage	
1324189203	832b8188-f762-11e1-a439-00145eb45e9a	09a70d53-6110-4154-900a-157bbd68bcac	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Southern Glades Wildlife and Environmental Area, State Road 9336 & SW 232 Avenue, 0.99 mi SW	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.38668	-80.56783	10.0						2009-09-25T00:00:00	25	9	2009	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173859		Krysko, Kenneth		CC_BY_NC_4_0		Freer, Robert			2022-11-25T06:58:17.445Z	StillImage	
1324189196	832b8188-f762-11e1-a439-00145eb45e9a	f22275d1-5a28-4194-afd4-9f3ae04abad6	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Southern Glades Wildlife and Environmental Area, SW 232 Avenue, 0.77 mi S State Road 9336	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.38988	-80.56595	10.0						2009-09-25T00:00:00	25	9	2009	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173862		Krysko, Kenneth		CC_BY_NC_4_0		Freer, Robert			2022-11-25T06:58:18.543Z	StillImage	
1324189190	832b8188-f762-11e1-a439-00145eb45e9a	32b3a291-510e-4789-ac1e-0c55296d12e1	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Southern Glades Wildlife and Environmental Area, State Road 9336 & SW 232 Avenue, 0.97 mi SW	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.38685	-80.56675	10.0						2009-09-25T00:00:00	25	9	2009	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173858		Krysko, Kenneth		CC_BY_NC_4_0		Freer, Robert			2022-11-25T06:58:11.118Z	StillImage	
1324189187	832b8188-f762-11e1-a439-00145eb45e9a	983fec3d-c522-4923-914b-cf322b99785e	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-67 canal, 0.32 mi N US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76599	-80.67376	10.0						2014-07-17T00:00:00	17	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173762		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:16.841Z	StillImage	
1324189179	832b8188-f762-11e1-a439-00145eb45e9a	a30de57a-2694-48ed-b3de-a99d0a2928db	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	US 41, 3.01 mi E L-67E canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76085	-80.62547	10.0						2014-07-10T00:00:00	10	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173731		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:21.268Z	StillImage	
1324189178	832b8188-f762-11e1-a439-00145eb45e9a	7e70b6ed-990a-4f8a-b525-9771a08fa7bf	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Homestead, 31850 SW 195 Avenue	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.47076	-80.50811	50.0						2014-07-11T00:00:00	11	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173753		Krysko, Kenneth		CC_BY_NC_4_0		Meyer, Najla; Vinci, Joy			2022-11-25T06:58:09.786Z	StillImage	
1324189175	832b8188-f762-11e1-a439-00145eb45e9a	8f073819-3071-4047-831a-c9713a97f83b	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-29 canal, 0.19 mi E L-67 canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76183	-80.67088	10.0						2014-07-15T00:00:00	15	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173761		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:19.792Z	StillImage	
1324189174	832b8188-f762-11e1-a439-00145eb45e9a	f5783ab8-40d2-4200-91d1-53fccf6bc48a	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Homestead, C-113 canal, 0.07 mi E Country Club Road	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.47511	-80.51691	50.0						2014-08-05T00:00:00	5	8	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173769		Krysko, Kenneth		CC_BY_NC_4_0		Garner, Ruth			2022-11-25T06:58:16.871Z	StillImage	
1324189172	832b8188-f762-11e1-a439-00145eb45e9a	8bbffa84-9b48-4283-8934-5b4e1325d75e	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Big Cypress National Preserve, Loop Road, 5.31 mi S US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.78711	-81.09839	10.0						2014-07-25T00:00:00	25	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173760		Krysko, Kenneth		CC_BY_NC_4_0		Owensby, Wayne			2022-11-25T06:58:19.734Z	StillImage	
1324189171	832b8188-f762-11e1-a439-00145eb45e9a	8ce0e1b3-1029-40cb-a5c5-5b433a0fc45d	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	US 1, 1.52 mi N SW 424 Street	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.39649	-80.46793	10.0						2014-06-23T00:00:00	23	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173766		Krysko, Kenneth		CC_BY_NC_4_0		Edwards, Jake			2022-11-25T06:58:16.666Z	StillImage	
1324189167	832b8188-f762-11e1-a439-00145eb45e9a	e32039ce-e382-487c-aee0-bcd60bc62c43	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Florida City, US 1 & State Road 997	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.43703	-80.47486	10.0						2014-06-23T00:00:00	23	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173767		Krysko, Kenneth		CC_BY_NC_4_0		Edwards, Jake			2022-11-25T06:58:13.234Z	StillImage	
1324189166	832b8188-f762-11e1-a439-00145eb45e9a	192a27fe-b7a0-4c10-b323-4c40215f2474	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-29 canal, 0.78 mi E L-67 canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.7617	-80.66145	10.0						2014-07-17T00:00:00	17	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173765		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:17.687Z	StillImage	
1324189164	832b8188-f762-11e1-a439-00145eb45e9a	bc3a91ed-0294-4f52-a90a-b27ad6ac36a2	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, Main Park Road, 1.31 mi S West Lake	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.20416	-80.86956	10.0						2014-07-13T00:00:00	13	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173742		Krysko, Kenneth		CC_BY_NC_4_0		Squires, Michiko			2022-11-25T06:58:21.351Z	StillImage	
1324189163	832b8188-f762-11e1-a439-00145eb45e9a	f8088ec7-ee62-4e55-be72-070e3c94f899	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, SW 237 Avenue, 1.02 mi S SW 168 Street	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.59363	-80.5748	10.0						2014-06-12T00:00:00	12	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173736		Krysko, Kenneth		CC_BY_NC_4_0		Rahill, Thomas; Plescow, Eric; Sanchez, Cesar			2022-11-25T06:58:16.508Z	StillImage	
1324189160	832b8188-f762-11e1-a439-00145eb45e9a	4414c4a2-def6-4e90-b7b1-ab8ab3fcf0bb	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-67 canal, 0.33 mi N US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76623	-80.67387	10.0						2014-07-17T00:00:00	17	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173763		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:07.669Z	StillImage	
1324189159	832b8188-f762-11e1-a439-00145eb45e9a	9a4fc8e3-53c0-4344-aee5-0170527176e8	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, SW 237 Avenue, 2.15 mi N SW 168 Street	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.63958	-80.57627	10.0						2014-07-03T00:00:00	3	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173737		Krysko, Kenneth		CC_BY_NC_4_0		Rahill, Thomas			2022-11-25T06:58:17.356Z	StillImage	
1324189157	832b8188-f762-11e1-a439-00145eb45e9a	7de93157-9f16-4d94-9bad-be92f67d2999	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	US 1, 1.47 mi S County Road 905A	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.41291	-80.47146	10.0						2014-07-26T00:00:00	26	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173770		Krysko, Kenneth		CC_BY_NC_4_0		Kalil, Dona			2022-11-25T06:58:19.621Z	StillImage	
1324189155	832b8188-f762-11e1-a439-00145eb45e9a	b23a6ff9-8844-430a-99fa-0d7b55b29223	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	US 41 & 6.5 Mile Hiking Trail	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.9878	-81.57966	50.0						2014-07-14T00:00:00	14	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173744		Krysko, Kenneth		CC_BY_NC_4_0		Torvund, Bente			2022-11-25T06:58:15.845Z	StillImage	
1324189153	832b8188-f762-11e1-a439-00145eb45e9a	d8f92f5a-d3f3-4d0e-9132-24147a6fe847	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, SW 237 Avenue, 0.5 mi S SW 168 Street	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.60114	-80.57484	10.0						2014-06-10T00:00:00	10	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173735		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben; Rahill, Thomas			2022-11-25T06:58:18.640Z	StillImage	
1324189152	832b8188-f762-11e1-a439-00145eb45e9a	897fdfe6-7e0d-4890-9aff-a2fbe0ede812	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-67 canal, 0.35 mi N US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76651	-80.67375	10.0						2014-07-17T00:00:00	17	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173764		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:13.818Z	StillImage	
1324189151	832b8188-f762-11e1-a439-00145eb45e9a	3990028a-c0ad-467b-ad67-4bf879bee78e	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, SW 237 Avenue, 2.08 mi N SW 168 Street	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.63857	-80.57622	10.0						2014-07-11T00:00:00	11	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173739		Krysko, Kenneth		CC_BY_NC_4_0		Rahill, Thomas; Offenburger, Barry			2022-11-25T06:58:18.311Z	StillImage	
1324189149	832b8188-f762-11e1-a439-00145eb45e9a	fafb959e-b30c-4852-9bad-6cc5e3fdb171	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	US 41, 5.79 mi E L-67 canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76094	-80.58057	10.0						2014-06-27T00:00:00	27	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173740		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:22.017Z	StillImage	
1324189148	832b8188-f762-11e1-a439-00145eb45e9a	2280d97b-ceae-4b89-b09f-abaec07f2aa6	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, SW 237 Avenue, 1.11 mi S SW 168 Street	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.59257	-80.57518	10.0						2014-07-09T00:00:00	9	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173738		Krysko, Kenneth		CC_BY_NC_4_0		Rahill, Thomas; Miller, Melissa			2022-11-25T06:58:10.304Z	StillImage	
1324189146	832b8188-f762-11e1-a439-00145eb45e9a	bb84aa0f-fe6e-4918-a459-c27f54e9398b	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, service road, 0.28 mi N US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76474	-80.67261	10.0						2014-07-09T00:00:00	9	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173730		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:18.511Z	StillImage	
1324189144	832b8188-f762-11e1-a439-00145eb45e9a	6fa3f624-0e9a-48d4-87cd-5ab3590be393	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, Main Park Road, 0.02 mi N Ninemile Pond	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.25487	-80.79836	10.0						2014-06-04T00:00:00	4	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173734		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben; Rahill, Thomas			2022-11-25T06:58:09.235Z	StillImage	
1324189141	832b8188-f762-11e1-a439-00145eb45e9a	91e4ce4d-acac-4eca-b224-6b759f0dd26e	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, Main Park Road, 1.31 mi S West Lake	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.20416	-80.86956	10.0						2014-07-13T00:00:00	13	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173743		Krysko, Kenneth		CC_BY_NC_4_0		Squires, Michiko			2022-11-25T06:58:19.897Z	StillImage	
1324189140	832b8188-f762-11e1-a439-00145eb45e9a	cbfd1e6b-4122-4263-841d-76f7cc079b0f	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	US 41, 0.89 mi W L-67 canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76206	-80.68833	50.0						2014-06-21T00:00:00	21	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173722		Krysko, Kenneth		CC_BY_NC_4_0		Herrera, Julio			2022-11-25T06:58:18.584Z	StillImage	
1324189138	832b8188-f762-11e1-a439-00145eb45e9a	6cdbcca0-10cb-449f-9269-b8043610a769	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, SW 237 Avenue, 2.25 mi N SW 168 Street	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.64109	-80.57624	10.0						2014-05-14T00:00:00	14	5	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173733		Krysko, Kenneth		CC_BY_NC_4_0		Rahill, Thomas			2022-11-25T06:58:16.258Z	StillImage	
1324189136	832b8188-f762-11e1-a439-00145eb45e9a	931f5681-fe63-429d-a30e-eefc7d875306	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	US 41, 5.79 mi E L-67 canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76094	-80.58057	10.0						2014-06-27T00:00:00	27	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173741		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:17.123Z	StillImage	
1324189129	832b8188-f762-11e1-a439-00145eb45e9a	6bd00c67-2f90-4956-805e-83aa27493fb5	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-67 canal, 0.31 mi N US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76594	-80.67364	10.0						2014-07-10T00:00:00	10	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173732		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:16.384Z	StillImage	
1324189122	832b8188-f762-11e1-a439-00145eb45e9a	bcbbb464-44b3-49a8-81f7-bb49d723dbda	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Naples, State Road 951, 0.46 mi S Fiddlers Creek Parkway	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	26.01204	-81.70157	10.0						2014-06-18T00:00:00	18	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173718		Krysko, Kenneth		CC_BY_NC_4_0		Bartoszek, Ian			2022-11-25T06:58:18.531Z	StillImage	
1324189121	832b8188-f762-11e1-a439-00145eb45e9a	4a065100-f6ea-4a99-bc7d-aee8db0c7bd7	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-67 canal, 0.33 mi N US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.76623	-80.67387	10.0						2014-07-11T00:00:00	11	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173729		Krysko, Kenneth		CC_BY_NC_4_0		Ramirez, Ruben			2022-11-25T06:58:15.901Z	StillImage	
1324189098	832b8188-f762-11e1-a439-00145eb45e9a	55724709-6f56-429f-b924-da90146587c2	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, Main Park Road, 1.22 mi S West Lake	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.20489	-80.86838	10.0						2014-07-03T00:00:00	3	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173699		Krysko, Kenneth		CC_BY_NC_4_0		Metzger, Edward III; Butler-Valverde, Miranda			2022-11-25T06:58:08.466Z	StillImage	
1324189087	832b8188-f762-11e1-a439-00145eb45e9a	124c2821-4ec7-48f3-b3ed-f2651a0c1354	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	US 1, 0.33 mi S County Road 905A	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.4294	-80.47427	10.0						2014-07-03T00:00:00	3	7	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173698		Krysko, Kenneth		CC_BY_NC_4_0		Metzger, Edward III; Butler-Valverde, Miranda			2022-11-25T06:58:04.853Z	StillImage	
1324189082	832b8188-f762-11e1-a439-00145eb45e9a	a7b74ab2-be05-4939-9bb2-f497938c214b	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-67A canal, 2.13 mi NE C-304 canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	26.037	-80.49062	10.0						2014-05-11T00:00:00	11	5	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173466		Krysko, Kenneth		CC_BY_NC_4_0		McKee, William			2022-11-25T06:58:12.566Z	StillImage	
1324189064	832b8188-f762-11e1-a439-00145eb45e9a	db457200-ae8d-4618-9f64-694341d4f6a3	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Interstate 75, 2.95 mi E C-60 canal	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	26.14922	-80.72093	50.0						2014-06-04T00:00:00	4	6	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173472		Krysko, Kenneth		CC_BY_NC_4_0		Edwards, Jake; Williams, Michael			2022-11-25T06:58:12.607Z	StillImage	
1324189062	832b8188-f762-11e1-a439-00145eb45e9a	689f23b6-cd26-4df9-ba04-41812e62ce7f	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades and Francis S. Taylor Wildlife Management Area, L-67 canal, 8.37 mi N US 41	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.86751	-80.61837	10.0						2014-04-29T00:00:00	29	4	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173461		Krysko, Kenneth		CC_BY_NC_4_0		Squires, Michiko			2022-11-25T06:58:19.231Z	StillImage	
1324189058	832b8188-f762-11e1-a439-00145eb45e9a	36bd9ef2-d52d-46df-8661-75d8ce8dacc1	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Everglades National Park, Main Park Road, 0.29 mi S West Lake	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	25.21238	-80.85603	10.0						2014-05-28T00:00:00	28	5	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173471		Krysko, Kenneth		CC_BY_NC_4_0		Crowell, Hayley; Ritter, Jesse			2022-11-25T06:58:07.107Z	StillImage	
1324189053	832b8188-f762-11e1-a439-00145eb45e9a	41d4e79b-29d6-4802-9139-9825c8aa6263	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	Naples, 4541 68th Avenue Northeast	Florida	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862	26.35742	-81.51783	50.0						2014-04-13T00:00:00	13	4	2014	4820533	4820533	MACHINE_OBSERVATION	UF	Herp	173453		Krysko, Kenneth		CC_BY_NC_4_0		Newman, Megan			2022-11-25T06:58:11.915Z	StillImage	
