"SITE","DATE","YEAR","Species.Tree","Tree_DBH","Tree_Height","meanWD","AGB","geometry"
"SRS6",2017-05-29,2017-01-01,"L",324,"-9999",0.61,104.108823207843,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",260,"-9999",0.61,63.1389370182626,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",393,"-9999",0.61,160.856524359174,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",319,"-9999",0.61,100.508246824564,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",651,"-9999",0.61,493.556310607027,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",233,"-9999",0.61,49.1316851335697,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",324,"-9999",0.61,104.108823207843,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",787,"-9999",0.61,747.700978701256,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",769,"-9999",0.61,710.894738622906,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",737,"-9999",0.61,647.854798977312,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",702,"-9999",0.61,582.404570013194,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",550,"-9999",0.61,340.271481501833,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",769,"-9999",0.61,710.894738622906,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",481,"-9999",0.61,252.69264181419,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",495,"-9999",0.61,269.347139920255,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",187,"-9999",0.61,29.6074568405602,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",775,"-9999",0.61,723.055679286932,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",459,"-9999",0.61,227.661102977929,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",403,"-9999",0.61,170.184657535013,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",227,"-9999",0.61,46.2775911785534,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",757,"-9999",0.61,686.896033124415,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",276,"-9999",0.61,72.3483740257055,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",458,"-9999",0.61,226.556314191298,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",786,"-9999",0.61,745.630726568218,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",764,"-9999",0.61,700.842926227383,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",700,"-9999",0.61,578.774772101089,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",475,"-9999",0.61,245.727903811432,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",763,"-9999",0.61,698.841539724887,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",435,"-9999",0.61,201.935455720619,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",460,"-9999",0.61,228.768757353476,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",179,"-9999",0.61,26.7572562466284,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",435,"-9999",0.61,201.935455720619,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",190,"-9999",0.61,30.7173494691609,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",244,"-9999",0.61,54.6075068969692,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",130,"-9999",0.61,12.6920617989791,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",726,"-9999",0.61,626.891215629345,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",300,"-9999",0.61,87.4482429208804,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",490,"-9999",0.61,263.334196006113,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",199,"-9999",0.61,34.1823767555642,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",156,"-9999",0.61,19.4387581117904,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",356,"-9999",0.61,128.781530633048,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",388,"-9999",0.61,156.298024381417,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",159,"-9999",0.61,20.3204842724426,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",412,"-9999",0.61,178.821269164433,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",178,"-9999",0.61,26.4121322707075,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",233,"-9999",0.61,49.1316851335697,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",129,"-9999",0.61,12.4641181483951,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",702,"-9999",0.61,582.404570013194,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",487,"-9999",0.61,259.761062457887,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",764,"-9999",0.61,700.842926227383,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",430,"-9999",0.61,196.782785090095,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",388,"-9999",0.61,156.298024381417,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",216,"-9999",0.61,41.2866392064139,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",265,"-9999",0.61,65.9437281630881,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",137,"-9999",0.61,14.3524027958382,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",737,"-9999",0.61,647.854798977312,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",511,"-9999",0.61,289.07422160108,c(-81.07794623, 25.36462994)
"SRS6",2015-12-18,2015-01-01,"L",757,"-9999",0.61,686.896033124415,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",199,"-9999",0.61,34.1823767555642,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",157,"-9999",0.61,19.7302614617755,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",387,"-9999",0.61,155.394755307209,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",169,"-9999",0.61,23.4167628102913,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",224,"-9999",0.61,44.8854958365955,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",127,"-9999",0.61,12.0151253083833,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",707,"-9999",0.61,591.531145181515,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",775,"-9999",0.61,723.055679286932,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",421,"-9999",0.61,187.687113540008,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",378,"-9999",0.61,147.391589378555,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",203,"-9999",0.61,35.7879072361429,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",351,"-9999",0.61,124.739849899982,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",230,"-9999",0.61,47.6929692779034,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",223,"-9999",0.61,44.4266283517361,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",242,"-9999",0.61,53.5883947038961,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",786,"13.7",0.61,745.630726568218,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",764,"-9999",0.61,700.842926227383,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",449,"-9999",0.61,216.742052083617,c(-81.07794623, 25.36462994)
"SRS6",2013-12-14,2013-01-01,"L",479,"-9999",0.61,250.359548931398,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",320,"-9999",0.61,101.222887313797,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",412,"-9999",0.61,178.821269164433,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",631,"-9999",0.61,460.817679630245,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",127,"-9999",0.61,12.0151253083833,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",305,"-9999",0.61,90.7898630346188,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",666,"-9999",0.61,518.887072945884,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",336,"-9999",0.61,113.030085352655,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",556,"-9999",0.61,348.541219333575,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",287,"-9999",0.61,79.0766500323964,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",203,"-9999",0.61,35.7879072361429,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",223,"-9999",0.61,44.4266283517361,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",209,"-9999",0.61,38.2722635269791,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",469,"-9999",0.61,238.866710540031,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",350,"-9999",0.61,123.93983463933,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",342,"-9999",0.61,117.639380458697,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",377,"-9999",0.61,146.516359886369,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",371,"-9999",0.61,141.323722498762,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",165,"-9999",0.61,22.1491166270429,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",221,"-9999",0.61,43.5166272474962,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",122,"-9999",0.61,10.9326605682093,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",691,"-9999",0.61,562.587918621714,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",457,"-9999",0.61,225.454390304922,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",349,"-9999",0.61,123.14259048967,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",264,"-9999",0.61,65.3774625020079,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",773,"-9999",0.61,718.990058080219,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",53,"-9999",0.61,1.48956738662662,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",744,"-9999",0.61,661.383304427832,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",158,"-9999",0.61,20.0241690789339,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",125,"-9999",0.61,11.5752966649156,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",321,"-9999",0.61,101.940263953019,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",544,"-9999",0.61,332.106806995151,c(-81.07794623, 25.36462994)
"SRS6",2017-05-29,2017-01-01,"L",208,"-9999",0.61,37.8518480430129,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",69,"-9999",0.61,2.81830584050061,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",352,"-9999",0.61,125.542637355512,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",580,"-9999",0.61,382.672855739162,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",383,"-9999",0.61,151.809751420701,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",121,"-9999",0.61,10.7229926666586,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",672,"-9999",0.61,529.206096931929,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",443,"-9999",0.61,210.327878240946,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",577,"-9999",0.61,378.314160548579,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",270,"-9999",0.61,68.8149450216101,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",734,"-9999",0.61,642.101650479772,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",742,"-9999",0.61,657.503086336166,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",267,"-9999",0.61,67.0842322742069,c(-81.07794623, 25.36462994)
"SRS6",2008-02-28,2008-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",440,"-9999",0.61,207.159333326608,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",830,"-9999",0.61,839.559493605509,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",1,"-9999",0.61,4.66791230965177e-05,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",752,"-9999",0.61,677.023672831716,c(-81.07794623, 25.36462994)
"SRS6",2011-12-03,2011-01-01,"L",242,"-9999",0.61,53.5883947038961,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",264,"-9999",0.61,65.3774625020079,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",773,"-9999",0.61,718.990058080219,c(-81.07794623, 25.36462994)
"SRS6",2009-11-18,2009-01-01,"L",35,"-9999",0.61,0.539332345070023,c(-81.07794623, 25.36462994)
